conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,uniskill_domain,domain_reason
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/75f839c2-fd9a-4ad3-8921-6e734608568d,skill/competence,sector-specific,use query languages,"using structured query language
use database query language
query language using
using query language
retrieve data using a query language
using database query language
retrieve data using a structured query language
retrieving data using a query language
use information retrieval query language
using information retrieval query language
data retrieving using a query language
use structured query language
data retrieving using a structured query language
retrieving data using a structured query language",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Retrieve information from a database or information system using computer languages designed for the retrieval of data.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/76ef6ed3-1658-4a1a-9593-204d799c6d0c,knowledge,sector-specific,NoSQL,"Not Only SQL non-relational database
NoSQL database management system
NoSQL non-relational database
Not Only SQL database management system",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The Not Only SQL non-relational database used for creating, updating and managing large amounts of unstructured data stored in the cloud.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/770d4956-b5e0-4d44-bf42-3a766b232c5d,skill/competence,cross-sector,maintain a central project repository,"maintain a central project database
preserve a central project repository
preserve a central project database",,released,2024-02-26T14:10:26.757Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Store project files and documents in a central repository accessible to the project manager and to all the project teams. Use available online tools and dedicated software.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/772a9c72-abef-4333-9788-f4cb48ad8e08,skill/competence,cross-sector,identify software for warehouse management,"determine software for warehouse management
identify applications for warehouse management
identify software applications for warehouse management
discover warehouse management software
recognize software for warehouse management",,released,2025-07-25T08:55:01.796Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Identify relevant software and applications used for warehouse management systems, their characteristics and value added to warehouse management operations.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/778ca7ad-6c5d-4868-9b96-a7777dca799c,knowledge,sector-specific,ICT help platforms,"ICT help desks
ICT help desk platforms",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The platforms for delivering help systems for operating systems.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42,knowledge,sector-specific,ICT security legislation,"cyber-security regulation
network and information security legislation
ICT law
legal aspects of computing",,released,2023-04-06T15:01:39.429Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The set of legislative rules that safeguards information technology, ICT networks and computer systems and legal consequences which result from their misuse. Regulated measures include firewalls, intrusion detection, anti-virus software and encryption.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,skill/competence,sector-specific,provide software testing documentation,"provide software testing procedures
provide software test procedures documentation",,released,2025-06-25T08:45:06.159Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Describe software testing procedures to technical team and analysis of test outcomes to users and clients in order to inform them about state and efficiency of software.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7961413f-61d0-4722-9cd9-20a050a29899,skill/competence,sector-specific,perform software unit testing,perform unit testing,,released,2025-06-25T08:45:06.159Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Test single units of source code to determine whether or not they are suitable for use by creating short code fragments.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4,skill/competence,sector-specific,develop software prototype,"develop software throw-away simulation
develop software mockup",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Create a first incomplete or preliminary version of a piece of software application to simulate some specific aspects of the final product.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79e29b8b-47d1-470d-b7b1-32506bfe7d9a,skill/competence,cross-sector,collect ICT data,"obtain digital data
gather digital data; obtain digital data
gather digital data
collect digital data",,released,2025-11-26T10:19:14.155Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Gather data by designing and applying search and sampling methods.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79f24a62-7718-46e1-9b41-37be0560a5ca,knowledge,sector-specific,organisational resilience,"business resilience
operational resilience
organizational resilience",,released,2016-08-04T15:18:17Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The strategies, methods and techniques that increase the organisation's capacity to protect and sustain the services and operations that fulfil the organisational mission and create lasting values by effectively addressing the combined issues of security, preparedness, risk and disaster recovery.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e,skill/competence,cross-sector,monitor technology trends,"stay up to date with technology trends
monitor emerging technologies and industry trends
stay up to date on existing and emerging technology trends
monitor trends and innovations in technology
keep up with the latest technology trends
keep abreast of technical innovations
follow technology industry trends and new technologies",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Survey and investigate recent trends and developments in technology. Observe and anticipate their evolution, according to current or future market and business conditions.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,skill/competence,cross-sector,develop strategy to solve problems,"create implementation strategy
devise action plan
design strategy to solve problems
develop strategies to solve problems
decide priorities
identify tasks
develop objectives
strategic thinking
developing strategy to solve problems
devise strategy
develop problem solving strategy
set targets
come up with strategy to solve problems
adapt implementation strategy
create strategy to solve problems
identify goals
set goals
develop strategy to solve problem",,released,2024-02-09T17:29:13.7Z,"Excludes <a resource=""http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8"" typeOf=""http://data.europa.eu/esco/model#Skill"" href=""http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">manage time</span></a>.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Develop specific goals and plans to prioritise, organise, and accomplish work.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7adb8473-bcc6-4ff8-9850-76d945d40092,skill/competence,sector-specific,analyse ICT system,"assess ICT system
analyse information and communications technology system
analyze information and communications technology system
assess information and communications technology system
analyze ICT system",,released,2024-02-28T15:39:50.76Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Analyse the functioning and performance of information systems in order to define their goals, architecture and services and set procedures and operations to meet end users requirements.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7af6e9e8-1e11-4c0b-b7c6-ac96bbbbc674,skill/competence,cross-sector,coordinate engineering teams,"coordinating engineering teams
co-ordinating engineering teams
engineering team co-ordinating
engineering activities supervising
supervise engineering activities
co-ordinate engineering teams
engineering teams co-ordinating
engineering team coordinating
engineering teams coordinating
supervising engineering activities",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Plan, coordinate and supervise engineering activities together with engineers and engineering technicians. Ensure clear and effective channels of communication across all departments. Make sure the team is aware of the standards and objectives of the research and development.",in_domain,linked to the selected IT occupations
